Date,Open,High,Low,Close,Volume,Weekly_Return,Volatility_4W,Search,Interest_MA4,is_fashion_week,Search_Lag_1
2022-09-04,1729.53,1788.48,1670.08,1713.54,11732311,-0.0115,0.026,72.0,62.5,False,61.0
2022-09-11,1695.55,1733.52,1655.59,1710.04,5890403,-0.002,0.0234,64.0,64.0,False,72.0
2022-09-18,1741.52,1813.95,1701.05,1722.53,5706841,0.0073,0.0224,64.0,65.25,True,64.0
2022-09-25,1728.03,1767.99,1632.61,1637.6,6358257,-0.0493,0.0248,73.0,68.25,True,64.0
2022-10-02,1639.1,1806.46,1627.61,1806.46,13474264,0.1031,0.0639,66.0,66.75,False,73.0
2022-10-09,1790.97,1938.85,1771.49,1898.38,6443034,0.0509,0.0647,68.0,67.75,False,66.0
2022-10-16,1874.9,1900.88,1797.97,1839.93,7386634,-0.0308,0.0713,67.0,68.5,False,68.0
2022-10-23,1841.43,1910.87,1827.44,1838.43,11866213,-0.0008,0.0589,67.0,67.0,False,67.0
2022-10-30,1826.94,1886.89,1803.96,1815.45,6317118,-0.0125,0.035,69.0,67.75,False,67.0
2022-11-06,1820.95,1954.03,1789.47,1931.85,8209649,0.0641,0.0413,72.0,68.75,False,69.0
2022-11-13,1918.86,2070.24,1902.38,2011.29,8320182,0.0411,0.0358,75.0,70.75,False,72.0
2022-11-20,2008.29,2113.2,1971.32,2096.21,14325636,0.0422,0.0326,84.0,75.0,False,75.0
2022-11-27,2073.23,2114.2,2053.25,2111.2,6546159,0.0072,0.0235,78.0,77.25,False,84.0
2022-12-04,2082.22,2191.13,2075.23,2162.16,7666083,0.0241,0.0165,82.0,79.75,False,78.0
2022-12-11,2133.18,2159.16,2102.21,2135.18,7946729,-0.0125,0.0234,87.0,82.75,False,82.0
2022-12-18,2125.19,2151.17,2025.43,2038.42,11252908,-0.0453,0.0298,91.0,84.5,False,87.0
2022-12-25,2039.42,2055.41,1995.95,2002.45,8668321,-0.0176,0.0285,95.0,88.75,False,91.0
2023-01-01,2007.44,2051.41,2005.45,2028.43,2814146,0.013,0.0239,73.0,86.5,False,95.0
2023-01-08,2042.42,2214.28,2042.42,2198.3,7217664,0.0837,0.0555,66.0,81.25,False,73.0
2023-01-15,2203.29,2284.23,2185.31,2265.24,11262677,0.0305,0.0425,62.0,74.0,False,66.0
2023-01-22,2268.24,2369.16,2217.28,2356.17,11329854,0.0401,0.0301,64.0,66.25,False,62.0
2023-01-29,2360.17,2446.1,2336.19,2431.12,8676823,0.0318,0.0251,61.0,63.25,False,64.0
2023-02-05,2416.13,2478.08,2409.74,2478.08,9082962,0.0193,0.0085,62.0,62.25,False,61.0
2023-02-12,2463.09,2470.09,2361.17,2382.15,6605685,-0.0387,0.0356,58.0,61.25,False,62.0
2023-02-19,2388.15,2563.01,2384.15,2555.02,9241614,0.0726,0.046,65.0,61.5,True,58.0
2023-02-26,2559.02,2603.98,2395.14,2395.14,13130975,-0.0626,0.0607,59.0,61.0,True,65.0
2023-03-05,2415.13,2532.04,2414.13,2496.07,9416825,0.0421,0.0643,57.0,59.75,False,59.0
2023-03-12,2506.06,2529.04,2406.14,2433.11,6433297,-0.0252,0.0617,55.0,59.0,False,57.0
2023-03-19,2437.11,2448.1,2232.27,2265.24,9251357,-0.069,0.051,57.0,57.0,False,55.0
2023-03-26,2250.26,2381.15,2216.28,2341.19,6132711,0.0335,0.0523,59.0,57.0,False,57.0
2023-04-02,2371.16,2589.99,2340.19,2584.0,5925645,0.1037,0.0749,58.0,57.25,False,59.0
2023-04-09,2574.0,2574.0,2448.1,2473.08,4478759,-0.0429,0.0781,61.0,58.75,False,58.0
2023-04-16,2498.06,2598.99,2474.08,2591.99,3908317,0.0481,0.0604,59.0,59.25,False,61.0
2023-04-23,2598.99,2632.52,2561.01,2606.98,4360815,0.0058,0.0623,59.0,59.25,False,59.0
2023-04-30,2597.99,2653.94,2559.48,2588.99,5881743,-0.0069,0.0376,65.0,61.0,False,59.0
2023-05-07,2589.99,2620.97,2527.04,2541.03,6124547,-0.0185,0.0291,60.0,60.75,False,65.0
2023-05-14,2535.04,2567.01,2472.87,2514.05,3737225,-0.0106,0.0101,60.0,61.0,False,60.0
2023-05-21,2527.04,2553.02,2288.23,2288.23,7408916,-0.0898,0.0392,56.0,60.25,False,60.0
2023-05-28,2318.2,2378.16,2167.32,2213.28,8849297,-0.0328,0.0358,59.0,58.75,False,56.0
2023-06-04,2217.28,2225.28,2120.36,2184.31,6530983,-0.0131,0.0368,59.0,58.5,False,59.0
2023-06-11,2191.3,2235.27,2168.32,2223.28,3980313,0.0178,0.0453,61.0,58.75,False,59.0
2023-06-18,2242.26,2287.23,2212.29,2287.23,4960011,0.0288,0.0282,56.0,58.75,False,61.0
2023-06-25,2252.25,2268.24,2107.37,2138.34,5617477,-0.0651,0.0421,57.0,58.25,False,56.0
2023-07-02,2140.34,2163.32,2061.83,2118.8,7059875,-0.0091,0.0419,59.0,58.25,False,57.0
2023-07-09,2117.8,2121.8,1999.87,2031.85,11958458,-0.041,0.0407,55.0,56.75,False,59.0
2023-07-16,2020.85,2140.79,2002.86,2124.8,9967166,0.0457,0.0479,58.0,57.25,False,55.0
2023-07-23,2089.82,2262.72,2077.82,2242.73,7563885,0.0555,0.0458,60.0,58.0,False,58.0
2023-07-30,2222.74,2257.72,2135.79,2230.74,5767447,-0.0053,0.0452,61.0,58.5,False,60.0
2023-08-06,2214.74,2242.73,2141.79,2204.75,6934787,-0.0117,0.0345,61.0,60.0,False,61.0
2023-08-13,2187.76,2273.71,2175.77,2250.72,13129500,0.0209,0.0306,64.0,61.5,False,61.0
2023-08-20,2240.73,2256.12,2123.8,2147.78,6837449,-0.0457,0.0274,61.0,61.75,False,64.0
2023-08-27,2140.79,2189.76,2120.8,2165.77,6312992,0.0084,0.0291,62.0,62.0,False,61.0
