Date,Open,High,Low,Close,Volume,Weekly_Return,Volatility_4W,Search,Interest_MA4,is_fashion_week,Search_Lag_1
2022-02-06,1266.47,1317.17,1252.47,1265.02,360960,0.0112,0.0674,71.0,68.25,False,71.0
2022-02-13,1265.02,1265.5,1158.32,1160.73,425016,-0.0824,0.0598,66.0,68.25,False,71.0
2022-02-20,1144.31,1232.67,1110.51,1161.69,613173,0.0008,0.044,61.0,67.25,False,66.0
2022-02-27,1166.05,1207.66,1119.6,1190.24,572229,0.0246,0.0483,59.0,64.25,False,61.0
2022-03-06,1178.63,1207.66,1122.99,1122.99,585032,-0.0565,0.0496,57.0,60.75,True,59.0
2022-03-13,1082.35,1141.37,1025.74,1088.64,721016,-0.0306,0.0355,64.0,60.25,True,57.0
2022-03-20,1090.09,1197.5,1061.06,1178.63,671556,0.0827,0.0618,62.0,60.5,False,64.0
2022-03-27,1173.31,1215.88,1154.92,1184.44,349216,0.0049,0.0605,61.0,61.0,False,62.0
2022-04-03,1183.47,1275.88,1179.6,1229.43,339927,0.038,0.0483,61.0,62.0,False,61.0
2022-04-10,1231.37,1275.88,1218.79,1252.17,297720,0.0185,0.034,58.0,60.5,False,61.0
2022-04-17,1248.3,1264.75,1164.6,1242.01,280317,-0.0081,0.0197,60.0,60.0,False,58.0
2022-04-24,1224.11,1236.21,1168.95,1192.66,279373,-0.0397,0.0337,63.0,60.5,False,60.0
2022-05-01,1161.07,1184.88,1127.54,1153.29,343167,-0.033,0.0265,62.0,60.75,False,63.0
2022-05-08,1139.2,1141.63,989.02,1012.84,379897,-0.1218,0.0493,61.0,61.5,False,62.0
2022-05-15,996.8,1040.05,967.93,1040.05,419440,0.0269,0.0611,60.0,61.5,False,61.0
2022-05-22,1030.82,1070.19,990.97,1005.55,380083,-0.0332,0.0613,59.0,60.5,False,60.0
2022-05-29,1019.64,1061.92,973.96,1061.44,346501,0.0556,0.0784,62.0,60.5,False,59.0
2022-06-05,1082.34,1113.93,1057.06,1087.68,585126,0.0247,0.0372,61.0,60.5,False,62.0
2022-06-12,1094.49,1108.58,1015.75,1019.64,306772,-0.0626,0.0537,60.0,60.5,False,61.0
2022-06-19,995.83,1006.52,930.8,946.55,551491,-0.0717,0.0633,62.0,61.25,False,60.0
2022-06-26,951.41,1041.51,945.19,1037.62,455586,0.0962,0.0793,61.0,61.0,False,62.0
2022-07-03,1059.49,1064.84,1014.3,1035.68,317527,-0.0019,0.0773,62.0,61.25,False,61.0
2022-07-10,1039.57,1094.49,1007.98,1040.05,354166,0.0042,0.0689,62.0,61.75,False,62.0
2022-07-17,1017.7,1097.4,1009.92,1091.57,342850,0.0495,0.0456,61.0,61.5,False,62.0
2022-07-24,1093.51,1187.31,1085.74,1171.28,315996,0.073,0.0361,65.0,62.5,False,61.0
2022-07-31,1171.28,1322.42,1139.69,1296.67,418103,0.1071,0.0432,60.0,62.0,False,65.0
2022-08-07,1283.06,1355.47,1271.88,1310.27,329930,0.0105,0.0406,64.0,62.5,False,60.0
2022-08-14,1316.11,1352.56,1283.06,1339.43,247817,0.0223,0.045,59.0,62.0,False,64.0
2022-08-21,1341.38,1380.26,1331.66,1357.42,253409,0.0134,0.0461,58.0,60.25,False,59.0
2022-08-28,1350.13,1375.4,1284.52,1299.1,256399,-0.043,0.0296,58.0,59.75,False,58.0
2022-09-04,1281.11,1302.01,1203.84,1235.43,311316,-0.049,0.0371,56.0,57.75,False,58.0
2022-09-11,1213.07,1281.6,1195.58,1272.37,270579,0.0299,0.0397,59.0,57.75,False,56.0
2022-09-18,1280.63,1301.04,1173.71,1192.17,444861,-0.063,0.0416,59.0,58.0,False,59.0
2022-09-25,1191.2,1236.89,1133.37,1138.71,332156,-0.0448,0.0418,59.0,58.25,False,59.0
2022-10-02,1134.83,1182.94,1128.02,1182.94,378456,0.0388,0.0516,57.0,58.5,True,59.0
2022-10-09,1190.72,1275.28,1162.53,1229.6,364097,0.0394,0.0542,59.0,58.5,True,57.0
2022-10-16,1212.59,1269.94,1162.53,1238.83,397278,0.0075,0.0396,59.0,58.5,False,59.0
2022-10-23,1242.72,1322.91,1203.84,1267.51,375125,0.0232,0.0151,54.0,57.25,False,59.0
2022-10-30,1268.96,1335.55,1234.46,1283.06,383659,0.0123,0.0142,55.0,56.75,False,54.0
2022-11-06,1291.81,1337.0,1264.59,1319.02,349439,0.028,0.0095,59.0,56.75,False,55.0
2022-11-13,1307.36,1506.62,1288.89,1426.92,381349,0.0818,0.031,62.0,57.5,False,59.0
2022-11-20,1420.6,1435.66,1396.3,1428.86,355008,0.0014,0.0357,57.0,58.25,False,62.0
2022-11-27,1420.11,1456.08,1406.5,1437.12,276598,0.0058,0.0369,64.0,60.5,False,57.0
2022-12-04,1432.75,1515.37,1428.86,1477.95,638782,0.0284,0.0369,66.0,62.25,False,64.0
2022-12-11,1482.32,1496.9,1458.51,1485.72,261958,0.0053,0.0123,69.0,64.0,False,66.0
2022-12-18,1476.97,1541.13,1419.14,1444.9,452706,-0.0275,0.023,70.0,67.25,False,69.0
2022-12-25,1445.38,1471.63,1391.92,1402.62,248694,-0.0293,0.0278,65.0,67.5,False,70.0
2023-01-01,1419.63,1443.44,1399.7,1404.56,147255,0.0014,0.0184,60.0,66.0,False,65.0
2023-01-08,1420.11,1547.45,1409.42,1546.96,275318,0.1014,0.0616,61.0,64.0,False,60.0
2023-01-15,1545.02,1608.2,1536.27,1604.79,338559,0.0374,0.0562,59.0,61.25,False,61.0
2023-01-22,1600.91,1635.41,1566.89,1582.44,316387,-0.0139,0.0513,58.0,59.5,False,59.0
2023-01-29,1590.21,1669.43,1572.23,1649.99,253339,0.0427,0.0472,58.0,59.0,False,58.0
2023-02-05,1640.27,1728.24,1631.52,1728.24,317270,0.0474,0.0285,58.0,58.25,False,58.0
2023-02-12,1705.4,1707.83,1602.36,1628.12,304312,-0.0579,0.0501,56.0,57.5,False,58.0
2023-02-19,1632.98,1712.69,1626.18,1698.11,302253,0.043,0.0512,56.0,57.0,False,56.0
2023-02-26,1685.93,1702.49,1631.88,1633.83,327931,-0.0379,0.0544,54.0,56.0,False,56.0
2023-03-05,1651.36,1705.41,1642.1,1690.32,349909,0.0346,0.0508,57.0,55.75,True,54.0
2023-03-12,1702.0,1712.72,1646.0,1675.22,257487,-0.0089,0.038,57.0,56.0,True,57.0
2023-03-19,1673.76,1731.71,1617.76,1684.96,516876,0.0058,0.0302,60.0,57.0,False,57.0
2023-03-26,1685.93,1765.31,1672.78,1740.47,319107,0.0329,0.0213,55.0,57.25,False,60.0
2023-04-02,1753.62,1825.7,1739.5,1815.47,267540,0.0431,0.024,57.0,57.25,False,55.0
2023-04-09,1811.57,1868.84,1796.97,1823.26,192941,0.0043,0.0195,57.0,57.25,False,57.0
2023-04-16,1831.05,1932.93,1824.82,1923.58,264817,0.055,0.0217,58.0,56.75,False,57.0
2023-04-23,1923.58,1951.83,1883.65,1951.34,242979,0.0144,0.0238,59.0,57.75,False,58.0
2023-04-30,1947.93,1968.9,1894.53,1924.67,277757,-0.0137,0.0291,57.0,57.75,False,59.0
2023-05-07,1928.2,1953.05,1903.54,1951.09,175900,0.0137,0.0283,57.0,57.75,False,57.0
2023-05-14,1945.42,1983.58,1907.65,1933.09,247494,-0.0092,0.0148,54.0,56.75,False,57.0
2023-05-21,1939.55,1964.5,1911.76,1959.61,206069,0.0137,0.0146,57.0,56.25,False,54.0
