Date,Search,Interest_MA4,is_fashion_week
2023-08-13,56.0,55.0,False
2023-08-20,51.0,54.25,False
2023-08-27,54.0,54.0,False
2023-09-03,53.0,53.5,False
2023-09-10,48.0,51.5,False
2023-09-17,50.0,51.25,False
2023-09-24,50.0,50.25,False
2023-10-01,50.0,49.5,False
2023-10-08,53.0,50.75,False
2023-10-15,52.0,51.25,False
2023-10-22,53.0,52.0,False
2023-10-29,54.0,53.0,False
2023-11-05,56.0,53.75,False
2023-11-12,62.0,56.25,False
2023-11-19,91.0,65.75,False
2023-11-26,76.0,71.25,False
2023-12-03,68.0,74.25,False
2023-12-10,76.0,77.75,False
2023-12-17,72.0,73.0,False
2023-12-24,71.0,71.75,False
2023-12-31,64.0,70.75,False
