Date,Search,Interest_MA4,is_fashion_week
2023-08-13,64.0,61.5,False
2023-08-20,61.0,61.75,False
2023-08-27,62.0,62.0,False
2023-09-03,59.0,61.5,False
2023-09-10,61.0,60.75,False
2023-09-17,61.0,60.75,False
2023-09-24,61.0,60.5,False
2023-10-01,60.0,60.75,False
2023-10-08,61.0,60.75,False
2023-10-15,66.0,62.0,False
2023-10-22,64.0,62.75,False
2023-10-29,67.0,64.5,False
2023-11-05,72.0,67.25,False
2023-11-12,74.0,69.25,False
2023-11-19,89.0,75.5,False
2023-11-26,84.0,79.75,False
2023-12-03,86.0,83.25,False
2023-12-10,87.0,86.5,False
2023-12-17,94.0,87.75,False
2023-12-24,94.0,90.25,False
2023-12-31,73.0,87.0,False
