Price,Close,High,Low,Open,Volume
Ticker,RL,RL,RL,RL,RL
Date,,,,,
2020-01-02,106.30567932128906,106.43991632764389,104.63220587423149,105.55395618224871,781100
2020-01-03,105.74190521240234,105.96563130823674,104.22951461973673,104.25636065882429,551700
2020-01-06,107.2184829711914,107.27218187243174,104.39953986267165,104.39953986267165,1085100
2020-01-07,107.683837890625,108.78456637491806,106.71733959155445,107.33482575389031,652400
2020-01-08,107.3885269165039,108.7129884192754,106.43097949126823,108.10445316031208,720900
2020-01-09,105.53607940673828,107.47802037576784,104.5248398616055,106.86054096355495,877000
2020-01-10,105.56289672851562,106.3146197934384,104.79327858404625,105.39286274872583,438700
2020-01-13,107.2542724609375,107.3258664391983,105.39286999162199,105.5987009722274,683400
2020-01-14,106.9321060180664,108.47134240748471,106.86946299419833,107.72857024763651,641800
2020-01-15,105.91191864013672,107.05739500955136,105.37497744542083,106.43096475364577,500900
2020-01-16,107.66592407226562,107.70172106022493,106.68153079990562,106.8605157397021,397500
2020-01-17,109.267822265625,109.30361925975215,107.5675025962668,108.01495478148851,687600
2020-01-21,106.50255584716797,109.29465271504958,106.06404785234089,109.27675763432774,1174900
2020-01-22,104.94541931152344,106.8963108666947,104.89172724087852,106.28777569826758,537700
2020-01-23,105.61660766601562,105.94772473119644,102.10858427644438,103.68361783347612,606200
2020-01-24,104.01472473144531,106.33252347841639,103.00347855200589,105.68819132135918,560400
2020-01-27,101.08838653564453,102.39494596366373,100.75726949448942,101.41055262228792,815300
2020-01-28,100.81991577148438,102.03697926636168,99.57599258644707,102.03697926636168,1346100
2020-01-29,101.2942123413086,102.72605774892124,100.88255721334355,101.70586746927364,776500
2020-01-30,104.03263092041016,104.21160905977952,100.09505040607895,100.21139234148957,793400
2020-01-31,101.5716323852539,104.17580703025405,101.02574024649259,104.17580703025405,1129400
2020-02-03,101.35685729980469,102.5828717530552,101.22262029674536,102.16227249058309,1539200
2020-02-04,110.68177032470703,113.6081045462254,107.38852204230649,110.97709039894218,2714800
2020-02-05,109.63471984863281,114.80725841199406,109.13356883379075,111.7645894720848,1424100
2020-02-06,108.6592788696289,111.3708378162544,108.60558679625508,110.56542940533521,846500
2020-02-07,107.8896484375,109.21410966095249,106.90525518054898,107.60327936588557,809000
2020-02-10,107.97019958496094,108.18497469414818,106.95895340853154,107.45115347914565,775500
2020-02-11,107.71961975097656,108.61452394050093,106.89630270765552,108.20286883262898,756900
2020-02-12,110.69071197509766,111.12921315818737,108.67717735606529,108.67717735606529,746100
2020-02-13,110.05532836914062,110.22535553496932,107.93440282522255,109.08883013437459,758800
2020-02-14,109.03514099121094,109.84055625890653,107.71068639773664,109.58103318222804,883900
2020-02-18,107.93441772460938,109.69738044409644,107.92546676909512,108.355023875258,956700
2020-02-19,107.20954132080078,108.60558988889763,106.54730720163539,108.22973170942204,856500
2020-02-20,109.05303955078125,109.08883654242102,106.40412361764074,106.91421880024586,824700
2020-02-21,105.1154556274414,108.462395713939,104.52482235456668,107.95230054881081,914400
2020-02-24,98.09046173095703,99.31648309065604,97.01657929255389,98.43947386481696,1429100
2020-02-25,91.96037292480469,99.45071796523143,91.36078182129896,99.45071796523143,1526500
2020-02-26,90.90435791015625,94.42133121089411,90.74327490296305,92.72101209664956,1524100
2020-02-27,90.93122100830078,93.54433976875032,87.00259191344217,88.2733543045074,2105900
2020-02-28,94.42135620117188,94.43030032846696,87.73641987473235,87.73641987473235,1679600
2020-03-02,96.30064392089844,96.30064392089844,93.03424214354737,94.60032453278362,1555600
2020-03-03,95.24466705322266,99.90711774123662,93.6338365461488,96.60491861552427,3347000
2020-03-04,98.9227066040039,99.17327867623531,95.40573298429463,96.73018731682541,1875900
2020-03-05,96.8197021484375,98.06361862736685,95.11043159205677,95.98744084412853,1585400
2020-03-06,94.65402221679688,94.98513925666441,93.09689068912733,94.13498292595888,2192400
2020-03-09,85.0069808959961,90.50169426114239,84.04048917546804,88.59555003646834,1917300
2020-03-10,88.51496887207031,88.99821108361098,82.88602119610859,88.84607902340089,981800
2020-03-11,81.1409683227539,85.99134781560805,80.70246714325395,85.99134781560805,1228200
2020-03-12,71.29702758789062,78.25043817787117,69.65935099653538,75.90578633405802,1801600
2020-03-13,74.87664031982422,76.05791370974423,68.59441520697189,73.91909300244647,1549000
2020-03-16,64.07516479492188,67.40421083310042,59.71698398019687,62.89389105501141,1593900
2020-03-17,65.78441619873047,70.00836553539106,57.52444660679739,64.54049978317718,1823700
2020-03-18,65.85600280761719,66.4108459201533,62.50906270605788,62.59855176870491,2113300
2020-03-19,63.108638763427734,70.6705830604262,62.01686141639689,63.88720784554402,2159400
2020-03-20,59.60958480834961,65.18483560062603,59.40375378469387,64.52260823215019,1366600
2020-03-23,58.52674102783203,62.17795211327411,55.49301266399167,58.983144120406735,1794800
2020-03-24,62.16900634765625,63.94986409417434,59.081582240592596,61.71260321698837,1329600
2020-03-25,63.180240631103516,67.04622683711364,59.62746955672821,63.296582556837734,1414600
2020-03-26,67.16381072998047,69.76649629545012,62.73562482561931,64.22674956516943,1692600
2020-03-27,61.44330596923828,64.89548154544248,59.554553380645665,64.53400267884858,1274700
2020-03-30,64.3984375,65.32021953900622,60.747444816037486,61.22641046633843,1195300
2020-03-31,60.39501190185547,66.00705676705488,60.28656409234622,63.63933130353129,1491400
2020-04-01,59.36478805541992,59.780494359887854,56.28312970337625,57.6115862061156,2076200
2020-04-02,59.617820739746094,62.1753247375484,57.44891278010727,58.74121989355624,1705700
2020-04-03,55.12636947631836,58.289357888894,54.05999025000215,58.10861845179671,2031000
2020-04-06,61.994564056396484,63.75680438274534,57.92786515757616,58.37972059077842,2010800
2020-04-07,66.6848373413086,72.88429552245506,65.40156934095343,66.11550187785275,2485500
2020-04-08,68.82666015625,70.61600477937739,67.89583166831713,68.04946783880422,1248000
2020-04-09,72.66740417480469,74.70978605245249,70.63405444284398,70.65212562898583,1020900
2020-04-13,68.65493774414062,72.31496379545825,66.73906760796466,71.899257490346,963100
2020-04-14,69.13387298583984,70.4894391228171,67.44393138629248,70.10988225920728,1091000
2020-04-15,62.88020706176758,66.53119998233272,62.14819653285902,66.31430439870279,1207100
2020-04-16,61.92225646972656,63.61219802468814,61.15410372465884,63.43145863576599,965200
2020-04-17,65.68170166015625,67.76023927199837,64.33517448966295,64.64243285423518,1142200
2020-04-20,62.88020706176758,65.39252229996048,62.25664432467398,64.17251394480235,691800
2020-04-21,61.74153137207031,62.31086678424787,59.970258750528345,60.548633202674,1438800
2020-04-22,60.575748443603516,63.16036250710128,60.53056702955663,62.93443475256314,974000
2020-04-23,62.31086349487305,62.97057548237079,60.24137161130545,60.82877817764282,927100
2020-04-24,61.72346496582031,63.66643812858601,60.69323496224769,62.74465592872499,808000
2020-04-27,67.61566162109375,68.13077665245652,62.98865848524758,63.33207310266826,1050300
2020-04-28,70.89612579345703,73.2548120750456,68.57358877954722,71.26665061608847,1560000
2020-04-29,73.17347717285156,75.51408523819948,72.92947135378729,73.23673666394834,1561400
2020-04-30,66.67579650878906,71.22146173780456,65.9076435373745,71.22146173780456,1874100
2020-05-01,66.05221557617188,66.07029365228678,63.494719387182904,64.94065521191088,1356400
2020-05-04,64.94970703125,67.85061828962608,62.97961692775496,63.46762165740242,2026800
2020-05-05,65.35637664794922,67.12764931021387,64.54303540130537,65.92571207321616,2000700
2020-05-06,64.28096008300781,66.69387366056648,63.576066615654725,65.90764261902852,771300
2020-05-07,63.46763229370117,65.80824068552813,63.41340494036332,64.11829848083988,1373600
2020-05-08,65.13948822021484,65.72690172829648,64.19962798623773,65.12141013978724,2063800
2020-05-11,62.72658157348633,64.47073712205764,62.05783049319899,64.28999768643635,1247600
2020-05-12,59.220184326171875,63.539922065557725,59.04847701941002,63.10614462026318,2047000
2020-05-13,58.46106719970703,59.18403186783483,57.46698302441752,59.18403186783483,1347300
2020-05-14,59.5274543762207,61.4885058657028,56.36446198653539,57.22298824606538,1560600
2020-05-15,59.08462905883789,60.521533288811874,57.331430771149634,58.705072052719665,1265300
2020-05-18,63.1965217590332,63.76585730829692,61.66924769074974,61.9674740285984,1541500
2020-05-19,62.59101867675781,63.25976281021678,61.009524606502396,63.097094572914116,1815600
2020-05-20,64.52494812011719,65.0219848895272,63.069973279274386,63.88331432303213,1090700
2020-05-21,67.38971710205078,67.9952017104576,63.89235366710867,64.35324812631032,1452000
2020-05-22,65.82630157470703,68.87180992529854,65.28407638954027,67.96809898509815,1180600
2020-05-26,73.53495788574219,73.65243781978033,68.32054216921095,68.591658195166,2548300
2020-05-27,73.09214782714844,78.87589997241385,72.29688457889712,74.81823925595835,3800400
2020-05-28,72.2788314819336,75.09840627356307,70.94133574876761,73.09216612119907,1578900
2020-05-29,68.2392349243164,71.2485879927183,67.10959591965177,71.2485879927183,1810700
2020-06-01,69.32365417480469,70.4261824465588,67.58853110520782,67.86867924500017,993300
2020-06-02,70.8418960571289,71.64619819698463,69.87492568141658,70.07374318021542,1523600
2020-06-03,76.52623748779297,77.24016990937238,72.40531808704785,72.61316772808944,1555600
2020-06-04,76.7431411743164,76.7431411743164,74.3302343110015,75.99305934354612,1141800
2020-06-05,80.94539642333984,84.14453428671649,80.3399116899138,80.57487848750002,1799000
2020-06-08,81.5689468383789,84.04511274572909,79.91515425541243,83.14140185599007,1138400
2020-06-09,77.24922943115234,80.33088075948189,76.89677575180458,79.84287592819499,1099800
2020-06-10,72.92044830322266,77.26729633516764,72.73970195271217,76.81544080104385,1263600
2020-06-11,66.90172576904297,69.07967263873711,65.8082362612082,68.50129813698595,1763700
2020-06-12,67.57047271728516,70.01953574984319,65.74497941532734,69.41404410145827,1465600
2020-06-15,66.63964080810547,67.54335172129561,63.74776864380389,64.18154602106557,1621100
2020-06-16,69.06159210205078,71.32086957381195,67.8686938727516,70.5075283050244,1136500
2020-06-17,67.30840301513672,69.82071866745714,67.2451435165088,68.99833829052601,880700
2020-06-18,66.82039642333984,68.27537174756658,65.90764634350556,66.51313108483102,677700
2020-06-19,64.51594543457031,68.54649677274267,64.2177190680252,68.19404993765106,1396000
2020-06-22,66.27816009521484,66.62157468094749,63.40436579208982,64.62437423855692,1225800
2020-06-23,66.38661193847656,68.0313657497243,65.51905017048779,67.51625073451946,1394700
2020-06-24,63.847198486328125,65.4738745305461,63.17845412019749,64.94972726777851,1323200
2020-06-25,63.5489501953125,63.74776769642236,61.40715288076586,63.205542535519925,1358400
2020-06-26,61.18124008178711,63.97371102858316,60.68420310252081,63.29592768840929,1375600
2020-06-29,65.58232879638672,65.73595806271494,61.6602250620118,62.12111286099646,1099600
2020-06-30,65.53711700439453,68.60973570449413,64.66955529403128,65.1214107824351,1163400
2020-07-01,63.865264892578125,67.85063434715977,63.75682396794876,65.74498572686745,974800
2020-07-02,63.93754577636719,66.57637993317071,63.81102680273735,65.6726690388051,723400
2020-07-06,64.51594543457031,65.9889922864976,62.898301473492786,65.4738771509968,657800
2020-07-07,62.26570129394531,63.68452756193592,62.057844690138815,63.46763881061934,700200
2020-07-08,62.85308837890625,62.87115956105988,61.37100323072565,62.103006766356046,998300
2020-07-09,60.97338104248047,62.5187259939172,60.38596752538323,62.5187259939172,987300
2020-07-10,62.337974548339844,62.3831559518647,60.24136575028342,60.54862411541112,536800
2020-07-13,62.97058868408203,63.973708540100986,60.14197546990199,62.22954587010815,1115500
2020-07-14,63.2236213684082,63.8381451303786,61.2896803605418,62.356059627056084,588800
2020-07-15,67.04632568359375,67.43492171481277,64.83222945185068,65.38349374950484,1294100
2020-07-16,67.41683197021484,67.96809617250656,65.66363750721692,66.13356414297743,813800
2020-07-17,66.25105285644531,67.77832669087203,65.81727542669378,67.76928765011156,887100
2020-07-20,64.4345932006836,66.65772130022918,63.865250892114545,65.32022606659734,892700
2020-07-21,64.6695556640625,66.36853672283354,64.44362791856786,65.06719070245872,758700
2020-07-22,64.48881530761719,65.27504633286343,63.51280580622894,64.16347880715443,696100
2020-07-23,64.75090026855469,66.03416834756092,64.03696768789868,64.03696768789868,604200
2020-07-24,64.57014465332031,66.08837932590403,64.51592420261755,65.06718843398689,652300
2020-07-27,64.7147445678711,64.86837378148,63.169399601808564,64.20866861962166,719800
2020-07-28,64.52494812011719,65.58228802961938,64.29902043544925,64.48879886319843,540000
2020-07-29,65.72691345214844,65.8443934168129,64.28097012979528,64.32615844415709,615300
2020-07-30,64.23579406738281,64.65150039405964,62.69948088294827,64.37135212700487,765900
2020-07-31,64.4345932006836,64.931630084069,63.02479943663546,64.0279191381675,1086100
2020-08-03,63.0067253112793,64.43459019391815,62.03975492007794,64.43459019391815,1199800
2020-08-04,60.25944900512695,60.774563992919354,57.7471335595862,59.12981026919908,4426200
